basePrice,occupancy,leadTimeDays,season_encoded,isWeekend,competitorPrice,amenitiesCount,roomType_encoded,isReturningGuest,finalPrice
16687.769589307973,0.6974107175580302,7.840699572937685,0,0,45022.294355118735,2,3,0,23928.339086898344
31757.086051951836,0.9670549907921954,15.895359304590086,2,0,26399.851484173,11,5,1,55838.57704479723
9556.211450645966,0.6041513651156577,8.254096338551115,1,0,42565.00932435449,11,1,1,13590.445558749587
16730.798481155252,0.9431402158297827,33.477378294538255,2,1,40663.54673870168,6,2,1,30351.8426931927
20219.00663480351,0.1470320913574214,52.47215397484126,3,0,22293.726603372757,14,0,1,29929.22808934599
24435.28925820069,0.47691398716674527,33.54230681065741,0,0,13813.971117301327,10,4,0,34289.3781616142
39903.270185471636,0.334142011865846,52.17793339579799,3,1,22085.860230309238,8,0,1,68182.1405733047
12384.667761442908,0.7577388684826568,15.174752530256084,2,1,41832.21666143535,7,0,0,27246.2690751744
27169.018605439745,0.983167381447522,5.099352379126786,0,0,13698.729183511441,8,6,1,44624.46124138626
30843.484736515995,0.33087705619982305,40.17670707215677,3,0,27648.50825531422,8,1,0,48680.08543124552
5183.169397839893,0.688757141326667,13.41086375686781,3,0,40886.54715415513,2,1,1,9548.343419888155
31554.608039367602,0.27828786948376616,33.375631326037066,1,0,19613.441331033802,16,4,0,47546.350623198705
11014.633813302702,0.6087972291144489,9.467797393004867,0,1,33183.85293912678,9,4,0,17573.796583687083
6057.4248703081375,0.5175392380195026,2.541571875118148,3,0,14544.683980294283,13,4,0,12513.569435299261
47597.620250906664,0.9748047966683834,147.11454691702625,3,0,8136.133932303516,12,3,0,86037.6522763101
48384.70555450429,0.6476745454268199,5.0952469909380484,1,1,40336.058579364246,17,3,1,106446.35221990944
40994.67536147367,0.4145557348781369,133.75684935056336,3,0,7651.52530020922,2,1,0,53705.613943318625
17316.847151148424,0.20268620639914003,113.5352015132251,3,0,15754.925568740475,13,1,0,33944.486142742135
7590.589358300042,0.23612214586144112,47.36989527185629,3,1,43190.14283387968,1,4,1,9870.531281331001
35158.95224607138,0.3027852369561116,32.31341788773079,1,1,19284.05649269736,19,3,0,63736.36088199573
23687.16720576126,0.3258699952062682,25.868785276479773,3,0,48733.13142716557,11,2,0,46437.28365605031
8735.797037704604,0.865554452057024,60.32020702904752,3,1,49047.51373437141,5,3,0,19218.75348295013
26273.314775229697,0.6051005094542724,10.251036425826362,0,1,15608.972961317164,1,1,0,36790.01040509538
4616.260492415265,0.5710518202369298,18.91538233354227,0,0,4925.976445744851,13,3,1,8245.53666054731
45738.05889770276,0.20329198468229573,28.979399090287654,1,1,36137.97435765282,8,1,1,58783.435266544715
15162.659135200794,0.8741257240144915,15.889576086147027,2,0,24196.365624472153,6,4,1,32334.103650379875
34138.547364637154,0.7505328728876354,16.731566485678833,0,0,7735.383666100086,17,6,0,62969.68418872247
17650.420576202316,0.16090152571000144,12.027076012549779,1,0,36253.572491968014,12,4,0,25670.69109529497
27443.19699535711,0.7370515875067918,24.919346000207828,3,0,4465.220728260298,1,4,0,51986.33116630933
28695.383129134145,0.5891843956083814,57.02872576807991,3,1,43899.24445313538,3,2,1,46838.36040795873
11688.15940969977,0.17355281117210042,6.751675533071577,1,0,9516.668868325276,14,6,0,15944.452672702952
48570.47750493425,0.5124705773757908,81.74050048305753,3,0,8983.658301096075,8,2,0,73399.80834287698
39431.24269797238,0.5362266584170423,35.0473275413472,3,0,11256.598004523472,11,1,0,77849.47437766683
47156.45025351689,0.2491970861469482,51.99450940230469,2,0,48132.518849127126,14,0,0,69594.50796606064
45056.88547009949,0.9511283323002541,24.37080890135072,3,1,35578.95993193076,8,5,1,99125.14803421889
31101.299004121003,0.8649778343325958,45.357999911511094,0,1,40664.46216679092,3,2,0,51925.35681461851
46328.08904608649,0.7021201035961975,0.4899917551002193,3,1,21688.84432943939,7,1,0,93958.92153182052
7159.147596440216,0.5160660049005465,51.17523076679897,1,0,18806.69819273291,19,6,0,11568.204708410582
12211.194533699825,0.4705889874260577,1.228999495887746,2,1,14020.748318808986,4,3,1,20967.329698751735
5125.682578795289,0.6858761204358588,66.19463206455183,3,1,25590.45733068322,16,6,0,11276.501673349638
18290.525545873425,0.590888682466215,144.71003851594293,1,0,28935.950476105918,13,4,0,33784.60983967625
21267.832615405656,0.15604579529369705,10.447068046373953,0,1,32693.4176516795,19,4,0,40691.62093555454
15753.404493373107,0.5612523838932986,7.08376951941873,3,0,15084.569687938641,5,4,0,25361.513293002674
41950.66293014068,0.8257632555095555,43.49151572001476,2,1,47586.74180244056,5,1,1,72130.46622288396
19767.406354598697,0.5133158898372623,8.751760702414714,3,1,10978.649415735385,4,4,0,38281.42395670576
16203.921955306896,0.1467609197988416,60.19965008827791,1,1,48385.69921402138,2,2,1,22092.33451089729
28506.715908437676,0.8076503794456298,3.255718493219477,2,1,3698.237757852678,13,3,0,59809.58907070951
9623.438573813844,0.281227403922377,4.0387092574993115,3,0,25612.907515391744,16,4,1,17064.792303623875
40703.258095439865,0.33275875139923494,116.1142775604107,0,0,18668.28839147845,2,1,1,39430.41778144206
6503.880252949229,0.2482357180890663,33.610915277845116,2,1,24108.800454721786,19,3,0,12120.781042093311
49383.68602022431,0.3971935583843478,56.29741601626127,0,0,29821.235212097086,17,4,0,76023.4093567344
39295.5041569429,0.7810763551197715,11.761486988527029,1,1,23472.690426597324,5,0,0,62449.85590763207
12339.637032106102,0.5674472735535436,33.855177989450155,3,1,22497.801964174963,18,4,0,27147.201470633427
3259.539504809313,0.2843931467356413,27.059937918170526,0,1,37438.000524425406,18,5,0,1957.2202589397157
41326.68713737721,0.8900470703368367,27.72591618409074,1,1,35236.184929063835,8,6,0,90918.71170222986
36222.295160838,0.8916236694563763,34.421391019205934,3,1,42163.75025568485,15,2,1,79689.04935384361
37263.336897926405,0.8835205825414062,25.695347418365458,1,1,14748.072118256292,13,3,0,81979.3411754381
39249.70629423945,0.31491659024338536,16.814259104783314,0,0,31647.83995844099,13,2,1,52927.95912831268
6480.098631502247,0.5061154097628893,9.685713497371953,1,0,30504.154913464132,16,0,0,10613.791349421088
19847.88924158081,0.9864906905267876,43.905803658690026,2,1,20377.67711101637,13,0,0,43665.356331477786
8445.845797681097,0.7948112286789913,7.696063322972016,3,0,25844.704469426004,2,5,1,14292.47536728348
43565.86101615289,0.12445067910300384,35.364195084600574,1,1,17747.76073536925,3,2,0,66925.89853188935
32295.011960895223,0.15868413213444285,7.971074988709608,0,0,9666.686687998304,15,3,0,48301.15031322443
18552.207168074514,0.5175382391310995,29.451302821505738,3,0,13048.656901148443,19,0,1,40814.85576976393
5987.242463443111,0.9182981852754042,41.24025583069052,2,0,7959.141380856451,13,0,1,10111.267336989984
17616.16912063612,0.5848316181574428,7.404415704003267,3,1,35104.270033935834,5,4,0,35477.78449690998
18283.61613525711,0.5480312572308612,1.8544526191352446,2,0,34054.18747613012,6,5,0,32239.723982449043
37291.49038188901,0.19492632996096754,4.211458169299118,3,1,47678.499464254026,14,6,0,77939.66298355591
32965.201153695016,0.6911020942518646,27.941900172964978,1,1,37294.88544142034,4,1,0,51736.13820749052
44698.99890108735,0.839892844540203,56.803084601132646,1,1,5446.154421538178,19,6,0,95931.27942835026
25194.101482611615,0.44237800675680616,1.3812182987295767,0,0,44559.52317466085,7,6,0,33501.23931601647
8620.92955910018,0.7980506658327947,39.74483324858704,2,0,43545.73265844911,4,0,0,10767.91676731637
36522.50499948076,0.9680289885107305,12.525461727966519,0,0,23836.05507631684,2,3,1,48060.315753140945
38756.89728499418,0.2833898132149202,19.533012199013278,1,1,30535.56337481231,7,3,1,70317.17164542174
29380.028285766322,0.5709966680752672,79.2929755426726,2,1,48875.68162620839,3,4,0,49654.847488318985
39235.457457864366,0.35842416227611795,12.102733463226912,0,0,28018.305100863814,15,3,0,67704.06710148942
26208.393029126364,0.8135689771304554,18.783555406417403,0,1,45550.125933676216,1,4,0,41526.69736181645
27568.44298095372,0.6198340292930418,0.4133064503284753,0,0,6902.821617078762,2,0,0,41606.19036933978
23094.427862851833,0.6711241757952734,2.553625790845547,0,0,11979.437829308094,10,0,0,37755.91478639427
4194.698956972474,0.8181227436543047,8.976109393681494,0,0,23715.48234174194,16,6,0,5806.394649721484
8070.897068685309,0.4563734253962094,0.8474241137616699,2,0,30483.56999185332,15,0,0,17755.97355110768
4477.17172727651,0.9235810615663389,29.93928889036694,0,1,41362.70903755161,15,0,1,6412.760668280928
32911.28932939768,0.579725980521526,16.674603749687158,2,0,49448.31941172978,14,1,1,52653.07107130814
17774.731110587352,0.2421593405518132,23.83183187200877,0,0,21276.020334283472,14,5,1,26981.419065060058
26902.82248474103,0.7263092063519222,5.758329918184188,1,0,5228.534898583992,6,6,0,51267.570790844504
45655.62427452637,0.8139352153944289,10.526411351668287,1,0,40655.06065488027,14,6,0,96408.4186720417
14716.734769997121,0.385085509360774,32.70365577446136,0,0,31405.89379689198,17,5,0,29231.460414213034
22287.9973826746,0.8714613312988777,100.8328225769852,3,0,12331.514366805479,18,1,1,49033.59424188412
38510.90351152329,0.9155289292891897,1.551962991104393,1,0,26256.937461206748,19,0,0,77639.88061978373
13753.513778106255,0.34921403864002803,66.32324570430355,2,1,37888.58154008505,17,3,0,29864.94358270655
6618.05576195327,0.9851693254436998,25.803068742066596,0,1,39209.35399222626,16,4,0,13576.46024777059
16618.3182869471,0.22664037524388259,24.897857181874084,2,1,26482.065363941812,8,6,0,31018.993074012775
10577.400500938209,0.28181410156224096,20.811132185905162,3,1,17345.08291605638,7,5,0,20800.447681215333
46695.789660100934,0.2658023553142235,2.157581533471838,0,0,48765.9013558092,12,2,0,63241.84403818645
40981.657839527594,0.9045907390070834,2.825260825942684,1,1,34178.04271495517,9,4,0,88287.27994986881
32769.9765559899,0.6888632970924656,27.55720047635259,2,1,22187.16340927604,14,2,0,72093.94842317779
43958.647738822736,0.2368938549000456,12.509066419565999,1,1,16181.771537618664,1,2,0,72375.42245423427
40772.58761425838,0.49629107653151405,74.76448847353649,1,0,37361.84020116742,10,6,0,57871.24343362897
11768.792767643685,0.6537682225628219,15.656118743212383,0,1,14382.621942907082,17,0,1,18285.588685541683
44950.27292902896,0.17511767649044496,4.639375126520812,2,1,11070.369481763344,17,2,0,98890.60044386372
28349.085370035584,0.8941747315666049,37.628401077527286,3,0,27902.192781217305,17,0,0,62367.98781407829
40949.687292710936,0.8232431818973817,10.416738808670937,1,1,16629.407454274668,4,1,0,64669.72957903833
45116.29109640418,0.5546860962189745,22.362932585702563,0,0,32558.54181140991,17,3,1,70542.49927714586
17946.163323677603,0.9704139537332533,35.90324173370986,0,1,8543.117719088974,18,2,0,37254.66016765596
8172.440452800808,0.47598488134758976,69.15689096712883,3,0,33782.23191466411,2,6,0,12408.63080060689
13712.95263947126,0.985699287132848,47.13410483360424,0,1,16314.936815892004,8,3,0,25373.61754340465
23074.066065434046,0.7011279989232644,33.84380374852799,1,1,3011.4179184220984,13,0,0,40230.262430050534
41446.69399835718,0.6712041459285473,34.148659040373786,0,1,8965.99471068629,15,2,0,78248.20345922458
43454.33741304814,0.24935940576620652,87.52130172927417,2,0,46879.92275824942,9,4,0,72892.71504946801
3326.7501349659633,0.8937349824741796,10.521812775710428,2,1,43765.66803842182,3,6,1,4950.669320766016
27005.12322114559,0.48474071912855365,0.03338139095348595,1,0,13979.624505703132,3,1,1,38297.02736316284
22618.317147992613,0.24601006520423144,9.521754429729935,2,0,39583.479513638085,2,5,1,30920.756769803542
13439.067092124322,0.11134676797818314,7.372849420487269,3,0,31602.86487917679,1,1,0,25723.055979249133
8633.672264683093,0.6037801152745443,32.526603301771196,0,0,48632.52143814386,14,2,1,10818.217378719723
18867.913055970515,0.5746596599104087,30.130028312710575,1,1,20559.46599810078,17,6,0,41509.40872313514
47316.7560838884,0.7474182601322427,27.002290650301912,3,1,35028.64878830705,13,1,0,104096.8633845545
18190.537804975495,0.901232247716022,0.49130442523021556,0,1,5986.178953924174,19,5,1,40019.18317094609
27383.159221938207,0.17146592617872658,39.14453418067583,3,0,21623.62530037108,15,4,0,54503.09047105881
36041.89106807336,0.7583468413063261,11.72603364043454,1,1,48299.43007584448,14,3,0,79292.1603497614
20090.591311826818,0.268670749687824,32.81375677464453,1,0,28332.101099155665,2,4,0,23734.066355456453
48673.75788788515,0.8723593478414475,24.397029983555637,3,0,16530.336656737694,7,1,0,84622.12065827151
48235.02286227923,0.8371571624754904,12.589853820070028,0,0,8652.735267044522,17,5,1,82006.39258150023
14833.767903792115,0.58671437948699,4.336080821256973,2,1,36065.83198853193,18,3,0,32634.289388342655
26370.679776942117,0.7392185187609803,2.97535317926702,2,1,33308.23404119716,6,6,0,54786.13740550424
17141.280561388172,0.3829151018653736,53.42785010886091,3,0,20575.119539377407,8,5,0,32531.713117789706
16387.50323574098,0.5240511090395332,75.17687687748558,1,1,47694.24353769421,2,4,1,24407.676366706954
4733.686525663041,0.8394732079394245,31.476501813456892,0,1,4043.532210428965,1,0,0,8101.2736874989305
31649.523697055152,0.5133386774558926,3.275504913792723,0,0,17275.021026695813,16,0,0,47689.65623539685
26625.91409175649,0.4220184387928976,15.426301177749,1,0,46290.265856080325,7,3,1,33464.749396873856
5419.501308749499,0.5447912025252699,39.16236388231471,2,1,18083.965601013697,11,3,0,11582.568820621638
16096.383819120738,0.8454243271934965,45.39941700871707,0,0,14855.883191193008,15,3,0,27819.994014809246
45688.49664043272,0.4016872426337855,3.7743337433637176,3,0,28108.359266768624,13,0,1,87414.47742946248
14259.408861347703,0.25638543382216944,0.0009215795164742848,2,1,41718.68224626528,2,4,0,23785.122596327987
9810.058988287485,0.7408126182977027,37.35812297557855,3,1,7847.897761282969,14,3,1,21582.129774232468
26004.279733045463,0.8433803914372736,13.229481622436452,2,0,47321.9733533496,6,0,0,40865.322769398925
49325.57134319824,0.19057373067118,8.810253110000309,1,1,40368.42541551471,9,3,1,81192.54414452577
14376.597761040519,0.31588670148035025,0.3894409285450616,3,0,11518.762010922941,7,3,1,29039.54450192076
34590.37072807629,0.22777479078489452,23.315396570407483,3,0,36464.37417631364,18,5,0,76098.81560176784
38796.121920449725,0.41314727042394994,57.14463396753837,1,1,21093.059963965185,9,3,0,57123.26440538905
14168.964567642784,0.5053158810148713,94.84060709321172,3,0,21907.84986958698,4,0,1,23470.896031436816
37226.1683847574,0.7739437032669758,25.023697382849836,2,0,39814.63434462672,9,4,0,65343.29786317875
20285.8072378049,0.6860328263935067,21.674890197668272,0,0,48250.88597509441,4,0,0,23289.765595946817
32718.374037898237,0.658835710730588,2.666785172727904,0,1,8952.826023818114,12,0,0,63516.889961975474
32775.89640576205,0.417137451948689,23.88017828260091,1,1,22769.62113330451,4,3,1,46518.46715058088
28181.41015151365,0.8573027977762839,14.340061737243005,2,1,25604.255579962264,14,5,1,61999.10233333003
7243.61919255719,0.5241584506583481,28.02869857617494,3,0,20686.655396884886,7,2,0,10600.307148113525
42259.217292694186,0.9811944442136391,14.766316327835366,3,0,20069.888814662576,13,6,0,92970.27804392722
18076.663053671582,0.6707279244661631,8.244915199901843,0,1,5456.627375395037,8,2,1,30449.975268413007
11766.369988793149,0.21363826740805247,2.993458983147633,3,1,35220.315166443295,5,2,1,18907.499070505168
4916.431653073904,0.7085598058678906,11.346521664376755,0,1,23502.077604642134,12,0,0,10439.4048971502
30771.968329847365,0.3925936138885291,3.0491845615023916,1,0,12155.308724264558,13,3,1,55211.05273307365
34845.525006587275,0.7176944770174877,5.840216235236709,3,1,41353.57460819722,14,6,1,76660.15501449202
3779.627959609239,0.16267703334616518,131.0701343566767,2,0,40720.355163126515,18,2,0,5026.644970252688
27068.373740066207,0.2573932934583635,17.615197665241467,3,1,25860.40652017801,4,1,1,54024.04832166553
13645.301434303085,0.8701635330152077,22.77039052206302,0,0,17027.181073944746,18,1,0,22833.360558057873
33323.12114924414,0.3044616013211634,62.053511883760436,1,0,32990.35811243326,7,1,0,38102.03918094366
11195.222163234597,0.853337012718646,162.57322588463043,0,1,16543.150381537944,15,4,0,18580.17880654382
35474.0736908159,0.3513484796089694,26.219535533404276,3,0,14092.372725214465,6,3,1,56752.257475734885
21176.56127612526,0.6785937190528368,50.21510466660116,0,1,37334.188739237354,16,0,1,40127.451064700246
47026.309470626526,0.7247355161588479,11.877669665288957,0,0,4895.286266884683,8,0,0,68892.9956389909
9463.484374861684,0.5613892778305477,10.947433473604944,1,0,7454.118138625916,16,3,0,19754.920198573865
19030.11849936215,0.3747796090270582,15.460260268634764,2,1,3319.0441791087196,16,5,0,41866.260698596736
8333.255498307686,0.2913799387339865,33.48868200766408,3,0,10188.329764345028,3,6,1,12510.068024454251
46460.60005909245,0.1298704191061836,34.38920623069308,1,1,6242.530409391595,17,5,1,78139.38895264611
44234.94960890611,0.37355176111665145,11.360581243720906,2,1,49802.71128565617,9,4,0,97316.88913959345
15123.256502612314,0.6878465114781547,4.288753756528333,0,1,16574.06858784221,3,3,0,19705.9578177122
34019.25016360641,0.9444743366036344,30.022491145053785,2,0,10015.596595454623,7,5,0,63132.26093770101
41409.44340945714,0.8840840340367468,4.12018860255598,0,0,14326.824125808143,18,6,0,74526.05792684985
29094.43814517473,0.7894582988817723,25.917531828833773,0,0,46997.90186238633,12,4,0,42862.49851882269
27893.577182732304,0.8096026089279688,35.46850462631947,1,1,27447.530482146598,19,2,1,61365.869802011075
14367.057672321229,0.6984864131283958,36.180396175346885,0,1,20146.450526469274,16,2,0,23701.988863252973
7375.830086877263,0.3342581718094027,42.008404516770376,1,0,44049.39852173331,17,4,0,15220.660859031805
45169.14062380636,0.9164755276352469,61.873856636953455,2,0,21564.542715804524,15,3,0,88786.34910745322
45319.64868667653,0.7036590807152506,20.791955035579683,2,1,18745.402788011703,1,2,0,86384.4037725277
32755.76849184359,0.6043965678823959,39.30770010972332,0,0,12742.278559837572,2,3,0,41323.304195234596
18934.400179288932,0.19989052229213297,28.962281409718884,1,1,20756.45072374234,8,5,0,31058.67721952245
19412.850006795063,0.5023499894257829,6.197441669952547,0,0,17884.16473279552,2,2,0,27269.689318365865
37119.91690690125,0.5143224440817337,0.7807615899000693,1,1,34833.28608701263,19,6,1,74698.79187477942
45164.18221777112,0.878107248570403,10.04494569826442,1,0,16610.387119524174,9,6,0,69044.04597881263
44693.06194046052,0.5919833981690097,17.557516648710997,1,0,30128.388081860387,9,5,1,59607.86519479711
39654.15065530832,0.44236049407336875,28.799908361229352,2,1,6096.931756502718,13,6,0,87239.13144167831
33175.487369251525,0.9791202956595934,56.90546674969023,1,1,11990.590364736176,6,3,0,71218.28606904278
6954.5783547672945,0.1996485339936841,6.553850229226327,2,1,22148.04776573339,15,3,0,15300.072380488049
10596.549562446846,0.4802935854807502,4.024797642597434,1,0,47036.61493370868,19,6,1,23278.210206380165
45232.04686077272,0.13782220765426478,99.29681354954933,2,1,20730.843328637686,15,1,0,71151.55926550768
31502.165804000728,0.7659137086902373,3.43017306323246,3,1,34211.4836963922,18,4,0,69304.7647688016
3432.2614259815937,0.9262688969792355,19.53086643635303,2,0,14989.099453805713,7,0,1,5111.8297806487335
7769.162514703509,0.35203359659544053,26.42508194471824,2,1,8970.57807074189,11,4,0,16017.825624159988
34184.58314807862,0.8725075091192088,23.385634009089777,0,1,5751.220203762356,8,6,1,58033.164303203535
3237.8944407722784,0.36299640741570804,2.698796726889159,1,1,17354.43443150931,6,3,0,7123.367769699013
10557.978416622438,0.9196931454795237,1.761526127608871,3,0,10410.068259454674,8,3,0,23219.483781083803
28790.488100229548,0.7785657132371055,3.344155471539345,0,0,11178.491056757837,2,4,0,41157.93214624432
35519.07429155658,0.8244160991572947,26.426816042816498,1,0,38755.687494186655,19,3,1,70471.24231967297
33642.17919662222,0.11620590004040905,23.580572644887148,3,1,3744.3893344090884,16,5,0,74012.7942325689
13540.65754464631,0.9665293213666234,7.987043246583887,3,0,29217.075909565418,7,2,0,22178.383277388046
36472.423403334185,0.754003892863291,30.464620324751642,3,1,20834.684887892847,10,3,0,80239.33148733522
14150.707112349603,0.37427598584752,51.45520529539705,1,1,26807.84999570172,12,6,0,21426.64088769217
18293.785813485585,0.8464551983729622,1.2740429533930262,3,1,29453.021149086337,17,6,1,40246.32878966829
38085.096040547134,0.353369078573437,20.682421334628494,3,0,17728.281639492074,7,4,0,66333.81382895121
33532.746255219085,0.8854784556095151,35.06882924702977,0,0,16870.116428661408,8,4,0,51646.76747724554
42913.50029322636,0.20132235137074334,8.723082083446762,2,1,37469.886918740565,7,4,0,71127.24573311298
33907.80593811614,0.7333173797147162,11.03514949314608,1,1,43950.01844169439,4,6,0,54695.141127968585
29710.504356767167,0.5866286289804193,28.52940822233397,2,0,12051.336725550811,3,1,0,39599.7228202401
7402.714087920346,0.18688102317589672,68.4644486648386,0,0,7588.081745152001,19,6,0,9604.506062160506
20282.642743793374,0.31770444543295506,49.81000494116392,2,0,45196.40290042522,15,5,1,35228.71647002258
15464.511281041096,0.11116363264958332,26.24944145909491,3,1,19445.086791427737,4,6,1,25279.443713678862
14467.513238816928,0.5218911689180553,39.30464502638675,3,0,28911.917361152264,9,5,0,29162.86833599784
48731.49607336494,0.3711387346840004,13.615522340615973,1,0,19898.527792440163,13,6,1,86348.72025155734
21475.593059337738,0.6385217358679829,30.73010619283934,1,0,8912.709808264412,18,6,0,43375.86300149571
44926.18809332432,0.3675140269377555,18.830986684385387,1,1,30698.58731254322,16,1,0,88397.477167175
32663.515421871354,0.36992720035628623,6.319265716323405,0,0,27681.620033172592,1,5,0,38886.730620462426
40356.13126645747,0.768873878858443,36.293517070661395,1,1,12540.69728198627,4,1,0,66437.08087420039
26623.94337594403,0.14332855238051811,24.389332350249585,0,1,24237.845098657057,18,5,0,45618.64097085654
30114.482577438877,0.9126054956727885,13.324069214587539,3,1,40456.53268873535,8,1,1,57787.53251317051
26148.331609486602,0.8670374869520633,72.68811943705707,2,0,30750.026846070894,16,1,1,52882.95161064822
12176.420426508092,0.7010242149037659,0.6346903001907808,3,0,7555.114372148758,11,5,0,24691.593864410373
36955.24941729075,0.6338994130966459,11.383972983699875,3,0,28757.01036976935,19,1,0,77416.7473326355
16196.301034720222,0.903072248325687,1.7568969923286355,3,1,36028.70006661058,19,6,1,35631.86227638449
4142.85042227833,0.266797161575843,43.64070584029307,1,0,40257.06007169531,18,5,0,6616.658077846809
33337.19790763689,0.17107224597174575,36.330673253320384,1,1,32568.526195810537,19,1,0,73341.83539680117
11324.2019321313,0.3155591529185843,12.0749352870471,1,0,10174.933733416836,11,6,0,16297.358240701424
47201.55346458697,0.8151204508301713,33.77915636310788,2,0,36378.14352973755,3,6,0,86793.18502217175
47834.6431191216,0.131203240053835,15.12231468925587,1,0,34835.066765831274,8,4,0,68491.46677567926
45998.62634036108,0.6245261515751407,42.34883171336192,0,0,4148.063498209762,19,0,1,78218.33688140986
20397.458912005888,0.9958937645721789,18.164182153916173,3,1,22352.14037674143,10,5,1,44874.409606412955
3726.460976856769,0.8701264844537855,15.945125156479852,2,1,18648.661607231545,16,1,0,8198.214149084892
46630.9724416231,0.5693011201392305,81.87664414602811,2,1,34462.367019921236,5,4,1,71554.0634070601
23124.654970913773,0.15727681835797813,8.665646793742642,2,1,13158.383178613274,9,0,0,42215.128717776024
48432.77649505247,0.8482361629471389,3.8502552499234315,2,0,30770.98037979015,8,1,0,75380.70919951127
48290.138923194885,0.6390806573594895,26.351292972828603,2,1,45920.6802052661,11,0,1,93603.4669722326
43091.44440696592,0.20343969735361017,104.52610124304589,0,1,40496.71149380456,16,5,0,74043.08076757626
16839.09792727053,0.18447155634102058,14.236701624514025,3,1,46308.51360217693,7,6,0,35486.35465232492
21099.59324429049,0.9186641374929332,1.9213357313429509,2,0,48989.780445836426,15,6,0,44803.59761926613
43003.42356129227,0.7022802366442706,12.433901168839823,3,1,3501.49596928965,17,0,1,92529.1113901916
17895.334242345052,0.84635811938508,21.152442593522114,1,1,32268.839989741446,6,6,1,35215.29699229473
10966.159094246348,0.8910810102540406,5.299359155800327,2,0,22403.4516946686,15,2,1,21922.279804023587
29169.659335542456,0.61459511684349,32.19730409400409,2,0,43413.16104575072,8,3,0,42763.17222853353
46999.2743855567,0.5657017165795372,182.8966064582148,3,1,14835.29099442919,7,6,1,101433.37689438557
35713.40044372373,0.48738466928889124,18.030140886362776,2,1,49108.385988408576,2,2,0,71642.0486016723
29792.874994200152,0.38525192901200733,13.142526253106976,2,0,31844.274568556124,13,5,1,59680.60304684877
7567.295207226121,0.4911363647728406,15.35999773133764,2,1,40296.25790475505,6,5,0,14482.591034780567
31905.339654860978,0.7964916901571407,3.6699846283420454,0,0,7023.1789826701115,5,0,0,39803.94918349845
49532.53095490037,0.6417310879136184,64.43767669237755,0,1,11622.520583666657,1,6,0,78291.70275885178
9583.948716116629,0.9032709609593614,16.075363542030278,2,1,38644.97263260755,18,6,1,20361.192039997557
27361.49366109563,0.49904201294126893,14.695142894824265,0,1,4033.3665358482094,15,6,1,47051.617253015094
44236.534380613906,0.6463806208468786,32.336973422303274,1,1,41393.26533700779,10,4,0,93996.27505348901
37816.12503444761,0.6681767977827898,17.503686376090506,2,1,3655.6038785198384,3,1,0,63674.92048692183
35759.73982677759,0.632527446075693,31.343627612980292,1,0,33884.585435879846,5,3,1,52663.97165160581
36016.751947394136,0.7323703957769647,1.9024558533221732,3,0,20159.414250894875,13,6,0,70268.34659627103
19896.084107328494,0.3136901215373257,50.415669330264336,1,1,31740.25807780236,8,1,1,31348.511479580615
16798.816680431188,0.5611273997912116,84.65536210756184,3,1,35713.47612848834,2,4,1,30961.476431431376
41039.97430749014,0.1938023225275129,31.38902589918276,2,1,19096.3353017563,9,5,0,75429.61058853204
